Loja,Data,Ano,NF,Produto,Unidades
D,29/03/2020,2020,D0089,P102,10
D,30/03/2020,2020,D0090,P104,9
D,31/03/2020,2020,D0091,P106,8
D,01/04/2020,2020,D0092,P103,9
D,02/04/2020,2020,D0093,P103,1
D,03/04/2020,2020,D0094,P105,10
D,04/04/2020,2020,D0095,P106,9
D,05/04/2020,2020,D0096,P102,9
D,06/04/2020,2020,D0097,P105,3
D,07/04/2020,2020,D0098,P105,8
D,08/04/2020,2020,D0099,P106,1
D,09/04/2020,2020,D0100,P102,6
D,10/04/2020,2020,D0101,P106,1
D,11/04/2020,2020,D0102,P105,1
D,12/04/2020,2020,D0103,P103,8
D,13/04/2020,2020,D0104,P106,1
D,14/04/2020,2020,D0105,P101,5
D,15/04/2020,2020,D0106,P100,6
D,16/04/2020,2020,D0107,P107,10
D,17/04/2020,2020,D0108,P101,2
D,18/04/2020,2020,D0109,P104,6
D,19/04/2020,2020,D0110,P106,5
D,20/04/2020,2020,D0111,P104,10
D,21/04/2020,2020,D0112,P104,7
D,22/04/2020,2020,D0113,P107,10
D,23/04/2020,2020,D0114,P107,7
D,24/04/2020,2020,D0115,P104,2
D,25/04/2020,2020,D0116,P106,1
D,26/04/2020,2020,D0117,P105,3
D,27/04/2020,2020,D0118,P101,6
D,28/04/2020,2020,D0119,P106,4
D,29/04/2020,2020,D0120,P105,7
D,30/04/2020,2020,D0121,P106,2
D,01/05/2020,2020,D0122,P102,6
D,02/05/2020,2020,D0123,P100,2
D,03/05/2020,2020,D0124,P100,4
D,04/05/2020,2020,D0125,P100,10
D,05/05/2020,2020,D0126,P100,6
D,06/05/2020,2020,D0127,P107,10
D,07/05/2020,2020,D0128,P104,10
D,08/05/2020,2020,D0129,P102,5
D,09/05/2020,2020,D0130,P103,7
D,10/05/2020,2020,D0131,P105,6
D,11/05/2020,2020,D0132,P103,9
D,12/05/2020,2020,D0133,P103,9
D,13/05/2020,2020,D0134,P103,5
D,14/05/2020,2020,D0135,P102,10
D,15/05/2020,2020,D0136,P105,9
D,16/05/2020,2020,D0137,P102,5
D,17/05/2020,2020,D0138,P106,3
D,18/05/2020,2020,D0139,P105,8
D,19/05/2020,2020,D0140,P101,5
D,20/05/2020,2020,D0141,P107,10
D,21/05/2020,2020,D0142,P105,3
D,22/05/2020,2020,D0143,P105,8
D,23/05/2020,2020,D0144,P101,6
D,24/05/2020,2020,D0145,P101,2
D,25/05/2020,2020,D0146,P102,8
D,26/05/2020,2020,D0147,P103,5
D,27/05/2020,2020,D0148,P100,7
D,28/05/2020,2020,D0149,P101,2
D,29/05/2020,2020,D0150,P103,1
D,30/05/2020,2020,D0151,P107,6
D,31/05/2020,2020,D0152,P106,8
D,01/06/2020,2020,D0153,P104,9
D,02/06/2020,2020,D0154,P102,7
D,03/06/2020,2020,D0155,P106,3
D,04/06/2020,2020,D0156,P107,10
D,05/06/2020,2020,D0157,P100,4
D,06/06/2020,2020,D0158,P103,9
D,07/06/2020,2020,D0159,P104,3
D,08/06/2020,2020,D0160,P106,4
D,09/06/2020,2020,D0161,P101,9
D,10/06/2020,2020,D0162,P104,9
D,11/06/2020,2020,D0163,P105,9
D,12/06/2020,2020,D0164,P105,5
D,13/06/2020,2020,D0165,P100,10
D,14/06/2020,2020,D0166,P107,10
D,15/06/2020,2020,D0167,P100,9
D,16/06/2020,2020,D0168,P102,6
D,17/06/2020,2020,D0169,P106,8
D,18/06/2020,2020,D0170,P105,8
D,19/06/2020,2020,D0171,P103,4
D,20/06/2020,2020,D0172,P105,8
D,21/06/2020,2020,D0173,P102,10
D,22/06/2020,2020,D0174,P102,7
D,23/06/2020,2020,D0175,P103,4
D,24/06/2020,2020,D0176,P101,2
D,25/06/2020,2020,D0177,P100,6
D,26/06/2020,2020,D0178,P106,4
D,27/06/2020,2020,D0179,P106,6
D,28/06/2020,2020,D0180,P107,10
D,29/06/2020,2020,D0181,P101,2
D,30/06/2020,2020,D0182,P103,5
D,01/07/2020,2020,D0183,P107,6
D,02/07/2020,2020,D0184,P103,10
D,03/07/2020,2020,D0185,P101,6
D,04/07/2020,2020,D0186,P102,5
D,05/07/2020,2020,D0187,P105,9
D,06/07/2020,2020,D0188,P100,8
D,07/07/2020,2020,D0189,P101,5
D,08/07/2020,2020,D0190,P100,7
D,09/07/2020,2020,D0191,P104,9
D,10/07/2020,2020,D0192,P104,10
D,11/07/2020,2020,D0193,P105,3
D,12/07/2020,2020,D0194,P104,5
D,13/07/2020,2020,D0195,P103,4
D,14/07/2020,2020,D0196,P102,3
D,15/07/2020,2020,D0197,P101,5
D,16/07/2020,2020,D0198,P107,9
D,17/07/2020,2020,D0199,P106,9
D,18/07/2020,2020,D0200,P102,7
D,19/07/2020,2020,D0201,P107,2
D,20/07/2020,2020,D0202,P104,6
D,21/07/2020,2020,D0203,P101,5
D,22/07/2020,2020,D0204,P101,7
D,23/07/2020,2020,D0205,P101,6
D,24/07/2020,2020,D0206,P103,7
D,25/07/2020,2020,D0207,P102,2
D,26/07/2020,2020,D0208,P106,6
D,27/07/2020,2020,D0209,P103,3
D,28/07/2020,2020,D0210,P102,6
D,29/07/2020,2020,D0211,P102,1
D,30/07/2020,2020,D0212,P104,1
D,31/07/2020,2020,D0213,P104,9
D,01/08/2020,2020,D0214,P106,7
D,02/08/2020,2020,D0215,P101,5
D,03/08/2020,2020,D0216,P107,4
D,04/08/2020,2020,D0217,P102,6
D,05/08/2020,2020,D0218,P102,2
D,06/08/2020,2020,D0219,P101,4
D,07/08/2020,2020,D0220,P105,8
D,08/08/2020,2020,D0221,P104,8
D,09/08/2020,2020,D0222,P102,1
D,10/08/2020,2020,D0223,P106,6
D,11/08/2020,2020,D0224,P107,10
D,12/08/2020,2020,D0225,P107,1
D,13/08/2020,2020,D0226,P103,4
D,14/08/2020,2020,D0227,P100,3
D,15/08/2020,2020,D0228,P104,4
D,16/08/2020,2020,D0229,P103,8
D,17/08/2020,2020,D0230,P105,6
D,18/08/2020,2020,D0231,P107,6
D,19/08/2020,2020,D0232,P106,7
D,20/08/2020,2020,D0233,P103,7
D,21/08/2020,2020,D0234,P101,9
D,22/08/2020,2020,D0235,P100,8
D,23/08/2020,2020,D0236,P103,9
D,24/08/2020,2020,D0237,P101,9
D,25/08/2020,2020,D0238,P104,5
D,26/08/2020,2020,D0239,P106,3
D,27/08/2020,2020,D0240,P105,9
D,28/08/2020,2020,D0241,P101,2
D,29/08/2020,2020,D0242,P104,10
D,30/08/2020,2020,D0243,P100,2
D,31/08/2020,2020,D0244,P101,4
D,01/09/2020,2020,D0245,P103,10
D,02/09/2020,2020,D0246,P105,4
D,03/09/2020,2020,D0247,P107,2
D,04/09/2020,2020,D0248,P103,1
D,05/09/2020,2020,D0249,P105,5
D,06/09/2020,2020,D0250,P107,7
D,07/09/2020,2020,D0251,P107,8
D,08/09/2020,2020,D0252,P100,10
D,09/09/2020,2020,D0253,P100,6
D,10/09/2020,2020,D0254,P102,8
D,11/09/2020,2020,D0255,P103,8
D,12/09/2020,2020,D0256,P101,10
D,13/09/2020,2020,D0257,P101,5
D,14/09/2020,2020,D0258,P107,8
D,15/09/2020,2020,D0259,P107,1
D,16/09/2020,2020,D0260,P100,10
D,17/09/2020,2020,D0261,P104,7
D,18/09/2020,2020,D0262,P105,2
D,19/09/2020,2020,D0263,P106,2
D,20/09/2020,2020,D0264,P100,8
D,21/09/2020,2020,D0265,P106,8
D,22/09/2020,2020,D0266,P101,9
D,23/09/2020,2020,D0267,P103,6
D,24/09/2020,2020,D0268,P100,10
D,25/09/2020,2020,D0269,P102,3
D,26/09/2020,2020,D0270,P100,10
D,27/09/2020,2020,D0271,P103,8
D,28/09/2020,2020,D0272,P107,4
D,29/09/2020,2020,D0273,P105,1
D,30/09/2020,2020,D0274,P105,2
D,01/10/2020,2020,D0275,P101,9
D,02/10/2020,2020,D0276,P106,1
D,03/10/2020,2020,D0277,P105,9
D,04/10/2020,2020,D0278,P106,8
D,05/10/2020,2020,D0279,P101,8
D,06/10/2020,2020,D0280,P100,4
D,07/10/2020,2020,D0281,P102,5
D,08/10/2020,2020,D0282,P106,10
D,09/10/2020,2020,D0283,P105,5
D,10/10/2020,2020,D0284,P102,2
D,11/10/2020,2020,D0285,P104,6
D,12/10/2020,2020,D0286,P107,8
D,13/10/2020,2020,D0287,P107,10
D,14/10/2020,2020,D0288,P103,10
D,15/10/2020,2020,D0289,P104,3
D,16/10/2020,2020,D0290,P105,2
D,17/10/2020,2020,D0291,P107,8
D,18/10/2020,2020,D0292,P100,10
D,19/10/2020,2020,D0293,P104,7
D,20/10/2020,2020,D0294,P106,6
D,21/10/2020,2020,D0295,P106,2
D,22/10/2020,2020,D0296,P106,3
D,23/10/2020,2020,D0297,P100,6
D,24/10/2020,2020,D0298,P104,10
D,25/10/2020,2020,D0299,P107,8
D,26/10/2020,2020,D0300,P103,1
D,27/10/2020,2020,D0301,P106,6
D,28/10/2020,2020,D0302,P104,9
D,29/10/2020,2020,D0303,P102,6
D,30/10/2020,2020,D0304,P107,1
D,31/10/2020,2020,D0305,P107,6
D,01/11/2020,2020,D0306,P105,6
D,02/11/2020,2020,D0307,P102,10
D,03/11/2020,2020,D0308,P106,4
D,04/11/2020,2020,D0309,P105,1
D,05/11/2020,2020,D0310,P106,6
D,06/11/2020,2020,D0311,P106,9
D,07/11/2020,2020,D0312,P105,6
D,08/11/2020,2020,D0313,P104,8
D,09/11/2020,2020,D0314,P106,10
D,10/11/2020,2020,D0315,P106,4
D,11/11/2020,2020,D0316,P104,5
D,12/11/2020,2020,D0317,P104,10
D,13/11/2020,2020,D0318,P102,4
D,14/11/2020,2020,D0319,P100,2
D,15/11/2020,2020,D0320,P101,1
D,16/11/2020,2020,D0321,P104,4
D,17/11/2020,2020,D0322,P101,1
D,18/11/2020,2020,D0323,P107,7
D,19/11/2020,2020,D0324,P104,9
D,20/11/2020,2020,D0325,P106,3
D,21/11/2020,2020,D0326,P105,3
D,22/11/2020,2020,D0327,P102,2
D,23/11/2020,2020,D0328,P103,8
D,24/11/2020,2020,D0329,P105,3
D,25/11/2020,2020,D0330,P104,10
D,26/11/2020,2020,D0331,P101,8
D,27/11/2020,2020,D0332,P103,8
D,28/11/2020,2020,D0333,P101,8
D,29/11/2020,2020,D0334,P107,7
D,30/11/2020,2020,D0335,P106,9
D,01/12/2020,2020,D0336,P102,6
D,02/12/2020,2020,D0337,P107,9
D,03/12/2020,2020,D0338,P100,4
D,04/12/2020,2020,D0339,P105,4
D,05/12/2020,2020,D0340,P100,5
D,06/12/2020,2020,D0341,P103,9
D,07/12/2020,2020,D0342,P100,8
D,08/12/2020,2020,D0343,P104,3
D,09/12/2020,2020,D0344,P105,9
D,10/12/2020,2020,D0345,P105,3
D,11/12/2020,2020,D0346,P105,4
D,12/12/2020,2020,D0347,P106,5
D,13/12/2020,2020,D0348,P105,6
D,14/12/2020,2020,D0349,P107,5
D,15/12/2020,2020,D0350,P103,5
D,16/12/2020,2020,D0351,P106,10
D,17/12/2020,2020,D0352,P100,7
D,18/12/2020,2020,D0353,P105,3
D,19/12/2020,2020,D0354,P101,1
D,20/12/2020,2020,D0355,P102,10
D,21/12/2020,2020,D0356,P105,4
D,22/12/2020,2020,D0357,P101,4
D,23/12/2020,2020,D0358,P101,9
D,24/12/2020,2020,D0359,P105,4
D,25/12/2020,2020,D0360,P103,9
D,26/12/2020,2020,D0361,P106,10
D,27/12/2020,2020,D0362,P105,8
D,28/12/2020,2020,D0363,P101,4
D,29/12/2020,2020,D0364,P103,4
D,30/12/2020,2020,D0365,P107,7
D,31/12/2020,2020,D0366,P100,7
D,01/01/2021,2021,D0367,P105,7
D,02/01/2021,2021,D0368,P107,3
D,03/01/2021,2021,D0369,P102,3
D,04/01/2021,2021,D0370,P100,2
D,05/01/2021,2021,D0371,P106,3
D,06/01/2021,2021,D0372,P102,10
D,07/01/2021,2021,D0373,P103,10
D,08/01/2021,2021,D0374,P102,1
D,09/01/2021,2021,D0375,P101,2
D,10/01/2021,2021,D0376,P102,1
D,11/01/2021,2021,D0377,P107,1
D,12/01/2021,2021,D0378,P103,4
D,13/01/2021,2021,D0379,P101,7
D,14/01/2021,2021,D0380,P103,5
D,15/01/2021,2021,D0381,P101,9
D,16/01/2021,2021,D0382,P100,7
D,17/01/2021,2021,D0383,P100,3
D,18/01/2021,2021,D0384,P105,7
D,19/01/2021,2021,D0385,P103,3
D,20/01/2021,2021,D0386,P104,5
D,21/01/2021,2021,D0387,P107,7
D,22/01/2021,2021,D0388,P107,9
D,23/01/2021,2021,D0389,P107,9
D,24/01/2021,2021,D0390,P107,5
D,25/01/2021,2021,D0391,P103,3
D,26/01/2021,2021,D0392,P107,10
D,27/01/2021,2021,D0393,P104,8
D,28/01/2021,2021,D0394,P100,5
D,29/01/2021,2021,D0395,P107,7
D,30/01/2021,2021,D0396,P106,1
D,31/01/2021,2021,D0397,P104,4
D,01/02/2021,2021,D0398,P107,10
D,02/02/2021,2021,D0399,P102,2
D,03/02/2021,2021,D0400,P106,8
D,04/02/2021,2021,D0401,P102,4
D,05/02/2021,2021,D0402,P102,2
D,06/02/2021,2021,D0403,P104,8
D,07/02/2021,2021,D0404,P106,5
D,08/02/2021,2021,D0405,P103,4
D,09/02/2021,2021,D0406,P107,6
D,10/02/2021,2021,D0407,P106,1
D,11/02/2021,2021,D0408,P106,4
D,12/02/2021,2021,D0409,P105,10
D,13/02/2021,2021,D0410,P104,5
D,14/02/2021,2021,D0411,P107,1
D,15/02/2021,2021,D0412,P107,6
D,16/02/2021,2021,D0413,P107,7
D,17/02/2021,2021,D0414,P100,5
D,18/02/2021,2021,D0415,P103,3
D,19/02/2021,2021,D0416,P102,6
D,20/02/2021,2021,D0417,P103,9
D,21/02/2021,2021,D0418,P105,1
D,22/02/2021,2021,D0419,P101,2
D,23/02/2021,2021,D0420,P105,10
D,24/02/2021,2021,D0421,P100,10
D,25/02/2021,2021,D0422,P100,2
D,26/02/2021,2021,D0423,P101,3
D,27/02/2021,2021,D0424,P105,5
D,28/02/2021,2021,D0425,P101,5
D,01/03/2021,2021,D0426,P101,3
D,02/03/2021,2021,D0427,P103,6
D,03/03/2021,2021,D0428,P104,7
D,04/03/2021,2021,D0429,P104,8
D,05/03/2021,2021,D0430,P103,2
D,06/03/2021,2021,D0431,P101,10
D,07/03/2021,2021,D0432,P104,3
D,08/03/2021,2021,D0433,P103,9
D,09/03/2021,2021,D0434,P102,1
D,10/03/2021,2021,D0435,P100,9
D,11/03/2021,2021,D0436,P102,1
D,12/03/2021,2021,D0437,P100,3
D,13/03/2021,2021,D0438,P100,4
D,14/03/2021,2021,D0439,P107,6
D,15/03/2021,2021,D0440,P104,6
D,16/03/2021,2021,D0441,P101,1
D,17/03/2021,2021,D0442,P100,2
D,18/03/2021,2021,D0443,P107,4
D,19/03/2021,2021,D0444,P105,10
D,20/03/2021,2021,D0445,P100,2
D,21/03/2021,2021,D0446,P102,7
D,22/03/2021,2021,D0447,P103,5
D,23/03/2021,2021,D0448,P102,1
D,24/03/2021,2021,D0449,P103,9
D,25/03/2021,2021,D0450,P107,6
D,26/03/2021,2021,D0451,P105,4
D,27/03/2021,2021,D0452,P104,3
D,28/03/2021,2021,D0453,P104,3
D,29/03/2021,2021,D0454,P100,9
D,30/03/2021,2021,D0455,P100,1
D,31/03/2021,2021,D0456,P100,4
D,01/04/2021,2021,D0457,P103,9
D,02/04/2021,2021,D0458,P101,4
D,03/04/2021,2021,D0459,P107,1
D,04/04/2021,2021,D0460,P104,6
D,05/04/2021,2021,D0461,P105,2
D,06/04/2021,2021,D0462,P107,3
D,07/04/2021,2021,D0463,P102,9
D,08/04/2021,2021,D0464,P104,7
D,09/04/2021,2021,D0465,P101,7
D,10/04/2021,2021,D0466,P100,5
D,11/04/2021,2021,D0467,P106,8
D,12/04/2021,2021,D0468,P106,7
D,13/04/2021,2021,D0469,P105,9
D,14/04/2021,2021,D0470,P104,4
D,15/04/2021,2021,D0471,P100,8
D,16/04/2021,2021,D0472,P104,3
D,17/04/2021,2021,D0473,P106,4
D,18/04/2021,2021,D0474,P103,3
D,19/04/2021,2021,D0475,P104,10
D,20/04/2021,2021,D0476,P106,9
D,21/04/2021,2021,D0477,P102,4
D,22/04/2021,2021,D0478,P101,2
D,23/04/2021,2021,D0479,P100,7
D,24/04/2021,2021,D0480,P105,2
D,25/04/2021,2021,D0481,P105,5
D,26/04/2021,2021,D0482,P106,6
D,27/04/2021,2021,D0483,P105,7
D,28/04/2021,2021,D0484,P100,6
D,29/04/2021,2021,D0485,P100,3
D,30/04/2021,2021,D0486,P101,2
D,01/05/2021,2021,D0487,P100,4
D,02/05/2021,2021,D0488,P105,3
D,03/05/2021,2021,D0489,P101,10
D,04/05/2021,2021,D0490,P100,9
D,05/05/2021,2021,D0491,P103,9
D,06/05/2021,2021,D0492,P103,6
D,07/05/2021,2021,D0493,P101,1
D,08/05/2021,2021,D0494,P100,2
D,09/05/2021,2021,D0495,P107,8
D,10/05/2021,2021,D0496,P104,5
D,11/05/2021,2021,D0497,P107,10
D,12/05/2021,2021,D0498,P100,8
D,13/05/2021,2021,D0499,P100,6
D,14/05/2021,2021,D0500,P107,1
D,15/05/2021,2021,D0501,P105,7
D,16/05/2021,2021,D0502,P104,5
D,17/05/2021,2021,D0503,P102,2
D,18/05/2021,2021,D0504,P104,6
D,19/05/2021,2021,D0505,P104,9
D,20/05/2021,2021,D0506,P101,8
D,21/05/2021,2021,D0507,P100,7
D,22/05/2021,2021,D0508,P100,4
D,23/05/2021,2021,D0509,P103,7
D,24/05/2021,2021,D0510,P105,8
D,25/05/2021,2021,D0511,P100,3
D,26/05/2021,2021,D0512,P104,8
D,27/05/2021,2021,D0513,P100,3
D,28/05/2021,2021,D0514,P100,4
D,29/05/2021,2021,D0515,P106,10
D,30/05/2021,2021,D0516,P103,6
D,31/05/2021,2021,D0517,P100,2
D,01/06/2021,2021,D0518,P107,1
D,02/06/2021,2021,D0519,P107,6
D,03/06/2021,2021,D0520,P105,1
D,04/06/2021,2021,D0521,P104,10
D,05/06/2021,2021,D0522,P106,5
D,06/06/2021,2021,D0523,P101,6
D,07/06/2021,2021,D0524,P103,7
D,08/06/2021,2021,D0525,P107,1
D,09/06/2021,2021,D0526,P101,4
D,10/06/2021,2021,D0527,P100,3
D,11/06/2021,2021,D0528,P103,2
D,12/06/2021,2021,D0529,P105,8
D,13/06/2021,2021,D0530,P106,7
D,14/06/2021,2021,D0531,P107,10
D,15/06/2021,2021,D0532,P105,5
D,16/06/2021,2021,D0533,P102,4
D,17/06/2021,2021,D0534,P106,3
D,18/06/2021,2021,D0535,P105,4
D,19/06/2021,2021,D0536,P100,10
D,20/06/2021,2021,D0537,P100,8
D,21/06/2021,2021,D0538,P106,7
D,22/06/2021,2021,D0539,P104,1
D,23/06/2021,2021,D0540,P105,4
D,24/06/2021,2021,D0541,P103,5
D,25/06/2021,2021,D0542,P101,7
D,26/06/2021,2021,D0543,P101,7
D,27/06/2021,2021,D0544,P103,2
D,28/06/2021,2021,D0545,P107,4
D,29/06/2021,2021,D0546,P105,7
D,30/06/2021,2021,D0547,P105,10
D,01/07/2021,2021,D0548,P101,10
D,02/07/2021,2021,D0549,P107,10
D,03/07/2021,2021,D0550,P103,4
D,04/07/2021,2021,D0551,P104,1
D,05/07/2021,2021,D0552,P105,4
D,06/07/2021,2021,D0553,P102,10
D,07/07/2021,2021,D0554,P104,10
D,08/07/2021,2021,D0555,P102,1
D,09/07/2021,2021,D0556,P100,2
D,10/07/2021,2021,D0557,P102,8
D,11/07/2021,2021,D0558,P103,3
D,12/07/2021,2021,D0559,P104,5
D,13/07/2021,2021,D0560,P102,2
D,14/07/2021,2021,D0561,P104,6
D,15/07/2021,2021,D0562,P103,7
D,16/07/2021,2021,D0563,P105,4
D,17/07/2021,2021,D0564,P101,4
D,18/07/2021,2021,D0565,P103,4
D,19/07/2021,2021,D0566,P106,8
D,20/07/2021,2021,D0567,P106,9
D,21/07/2021,2021,D0568,P100,2
D,22/07/2021,2021,D0569,P101,4
D,23/07/2021,2021,D0570,P104,8
D,24/07/2021,2021,D0571,P104,2
D,25/07/2021,2021,D0572,P103,10
D,26/07/2021,2021,D0573,P105,2
D,27/07/2021,2021,D0574,P103,5
D,28/07/2021,2021,D0575,P105,4
D,29/07/2021,2021,D0576,P101,1
D,30/07/2021,2021,D0577,P106,10
D,31/07/2021,2021,D0578,P100,2
D,01/08/2021,2021,D0579,P101,4
D,02/08/2021,2021,D0580,P101,7
D,03/08/2021,2021,D0581,P105,4
D,04/08/2021,2021,D0582,P105,1
D,05/08/2021,2021,D0583,P106,1
D,06/08/2021,2021,D0584,P103,5
D,07/08/2021,2021,D0585,P103,1
D,08/08/2021,2021,D0586,P107,6
D,09/08/2021,2021,D0587,P105,7
D,10/08/2021,2021,D0588,P105,10
D,11/08/2021,2021,D0589,P100,3
D,12/08/2021,2021,D0590,P101,10
D,13/08/2021,2021,D0591,P104,6
D,14/08/2021,2021,D0592,P103,3
D,15/08/2021,2021,D0593,P102,3
D,16/08/2021,2021,D0594,P100,3
D,17/08/2021,2021,D0595,P104,8
D,18/08/2021,2021,D0596,P107,8
D,19/08/2021,2021,D0597,P103,5
D,20/08/2021,2021,D0598,P101,7
D,21/08/2021,2021,D0599,P106,6
D,22/08/2021,2021,D0600,P100,8
D,23/08/2021,2021,D0601,P103,5
D,24/08/2021,2021,D0602,P100,5
D,25/08/2021,2021,D0603,P103,2
D,26/08/2021,2021,D0604,P101,8
D,27/08/2021,2021,D0605,P100,3
D,28/08/2021,2021,D0606,P105,1
D,29/08/2021,2021,D0607,P106,4
D,30/08/2021,2021,D0608,P104,7
D,31/08/2021,2021,D0609,P105,4
D,01/09/2021,2021,D0610,P102,2
D,02/09/2021,2021,D0611,P105,2
D,03/09/2021,2021,D0612,P100,2
D,04/09/2021,2021,D0613,P103,8
D,05/09/2021,2021,D0614,P103,9
D,06/09/2021,2021,D0615,P104,4
D,07/09/2021,2021,D0616,P100,6
D,08/09/2021,2021,D0617,P100,8
D,09/09/2021,2021,D0618,P107,3
D,10/09/2021,2021,D0619,P103,10
D,11/09/2021,2021,D0620,P100,8
D,12/09/2021,2021,D0621,P101,3
D,13/09/2021,2021,D0622,P100,10
D,14/09/2021,2021,D0623,P101,10
D,15/09/2021,2021,D0624,P104,9
D,16/09/2021,2021,D0625,P107,9
D,17/09/2021,2021,D0626,P100,9
D,18/09/2021,2021,D0627,P106,4
D,19/09/2021,2021,D0628,P100,7
D,20/09/2021,2021,D0629,P102,1
D,21/09/2021,2021,D0630,P105,10
D,22/09/2021,2021,D0631,P107,7
D,23/09/2021,2021,D0632,P100,6
D,24/09/2021,2021,D0633,P105,5
D,25/09/2021,2021,D0634,P106,4
D,26/09/2021,2021,D0635,P105,2
D,27/09/2021,2021,D0636,P105,9
D,28/09/2021,2021,D0637,P104,8
D,29/09/2021,2021,D0638,P106,10
D,30/09/2021,2021,D0639,P107,2
D,01/10/2021,2021,D0640,P102,1
D,02/10/2021,2021,D0641,P103,5
D,03/10/2021,2021,D0642,P105,7
D,04/10/2021,2021,D0643,P103,3
D,05/10/2021,2021,D0644,P100,2
D,06/10/2021,2021,D0645,P105,5
D,07/10/2021,2021,D0646,P107,4
D,08/10/2021,2021,D0647,P103,1
D,09/10/2021,2021,D0648,P107,8
D,10/10/2021,2021,D0649,P103,9
D,11/10/2021,2021,D0650,P102,2
D,12/10/2021,2021,D0651,P100,9
D,13/10/2021,2021,D0652,P103,9
D,14/10/2021,2021,D0653,P105,10
D,15/10/2021,2021,D0654,P101,2
D,16/10/2021,2021,D0655,P105,1
D,17/10/2021,2021,D0656,P103,3
D,18/10/2021,2021,D0657,P105,2
D,19/10/2021,2021,D0658,P102,1
D,20/10/2021,2021,D0659,P106,10
D,21/10/2021,2021,D0660,P102,4
D,22/10/2021,2021,D0661,P105,10
D,23/10/2021,2021,D0662,P106,8
D,24/10/2021,2021,D0663,P104,1
D,25/10/2021,2021,D0664,P100,8
D,26/10/2021,2021,D0665,P104,8
D,27/10/2021,2021,D0666,P104,8
D,28/10/2021,2021,D0667,P101,1
D,29/10/2021,2021,D0668,P103,7
D,30/10/2021,2021,D0669,P103,2
D,31/10/2021,2021,D0670,P106,9
D,01/11/2021,2021,D0671,P107,8
D,02/11/2021,2021,D0672,P102,1
D,03/11/2021,2021,D0673,P100,3
D,04/11/2021,2021,D0674,P100,2
D,05/11/2021,2021,D0675,P106,5
D,06/11/2021,2021,D0676,P102,1
D,07/11/2021,2021,D0677,P104,5
D,08/11/2021,2021,D0678,P105,2
D,09/11/2021,2021,D0679,P107,6
D,10/11/2021,2021,D0680,P106,1
D,11/11/2021,2021,D0681,P107,2
D,12/11/2021,2021,D0682,P101,5
D,13/11/2021,2021,D0683,P106,10
D,14/11/2021,2021,D0684,P107,4
D,15/11/2021,2021,D0685,P102,4
D,16/11/2021,2021,D0686,P105,3
D,17/11/2021,2021,D0687,P100,6
D,18/11/2021,2021,D0688,P101,10
D,19/11/2021,2021,D0689,P105,1
D,20/11/2021,2021,D0690,P101,9
D,21/11/2021,2021,D0691,P100,2
D,22/11/2021,2021,D0692,P100,2
D,23/11/2021,2021,D0693,P103,3
D,24/11/2021,2021,D0694,P107,7
D,25/11/2021,2021,D0695,P100,7
D,26/11/2021,2021,D0696,P107,5
D,27/11/2021,2021,D0697,P103,3
D,28/11/2021,2021,D0698,P100,1
D,29/11/2021,2021,D0699,P103,4
D,30/11/2021,2021,D0700,P104,2
D,01/12/2021,2021,D0701,P100,9
D,02/12/2021,2021,D0702,P105,6
D,03/12/2021,2021,D0703,P100,6
D,04/12/2021,2021,D0704,P105,8
D,05/12/2021,2021,D0705,P102,9
D,06/12/2021,2021,D0706,P102,8
D,07/12/2021,2021,D0707,P100,10
D,08/12/2021,2021,D0708,P102,7
D,09/12/2021,2021,D0709,P106,6
D,10/12/2021,2021,D0710,P101,9
D,11/12/2021,2021,D0711,P104,5
D,12/12/2021,2021,D0712,P107,5
D,13/12/2021,2021,D0713,P105,8
D,14/12/2021,2021,D0714,P106,8
D,15/12/2021,2021,D0715,P102,7
D,16/12/2021,2021,D0716,P104,7
D,17/12/2021,2021,D0717,P107,9
D,18/12/2021,2021,D0718,P107,6
D,19/12/2021,2021,D0719,P101,4
D,20/12/2021,2021,D0720,P102,1
D,21/12/2021,2021,D0721,P105,3
D,22/12/2021,2021,D0722,P101,7
D,23/12/2021,2021,D0723,P100,10
D,24/12/2021,2021,D0724,P100,9
D,25/12/2021,2021,D0725,P105,8
D,26/12/2021,2021,D0726,P100,9
D,27/12/2021,2021,D0727,P100,3
D,28/12/2021,2021,D0728,P105,7
D,29/12/2021,2021,D0729,P101,2
D,30/12/2021,2021,D0730,P100,6
D,31/12/2021,2021,D0731,P106,6
D,01/01/2022,2022,D0732,P107,5
D,02/01/2022,2022,D0733,P102,10
D,03/01/2022,2022,D0734,P102,3
D,04/01/2022,2022,D0735,P103,6
D,05/01/2022,2022,D0736,P107,10
D,06/01/2022,2022,D0737,P100,4
D,07/01/2022,2022,D0738,P100,2
D,08/01/2022,2022,D0739,P105,1
D,09/01/2022,2022,D0740,P105,6
D,10/01/2022,2022,D0741,P104,3
D,11/01/2022,2022,D0742,P101,6
D,12/01/2022,2022,D0743,P106,9
D,13/01/2022,2022,D0744,P106,4
D,14/01/2022,2022,D0745,P106,3
D,15/01/2022,2022,D0746,P106,10
D,16/01/2022,2022,D0747,P104,5
D,17/01/2022,2022,D0748,P104,10
D,18/01/2022,2022,D0749,P107,1
D,19/01/2022,2022,D0750,P103,3
D,20/01/2022,2022,D0751,P107,1
D,21/01/2022,2022,D0752,P107,9
D,22/01/2022,2022,D0753,P107,8
